Incident Number,Date of Incident,Application,Severity,Owner,Caused by Change,Incident Description,Timeline
INC2383000 + 61,21 Jul 2024,EU0 - Europe website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting EU0 - Europe website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of EU0 - Europe website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 62,01 Jul 2024,NL0 - Netherlands website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting NL0 - Netherlands website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of NL0 - Netherlands website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 63,04 Jan 2024,CH0 - Switzerland website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting CH0 - Switzerland website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of CH0 - Switzerland website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 64,25 Feb 2024,EU0 - Europe website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting EU0 - Europe website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of EU0 - Europe website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 65,25 May 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 66,20 Nov 2024,CH0 - Switzerland website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting CH0 - Switzerland website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of CH0 - Switzerland website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 67,10 May 2024,IT0 - Italy website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting IT0 - Italy website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of IT0 - Italy website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 68,15 May 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 69,08 Feb 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 70,01 Jun 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 71,23 Jun 2024,UK2 - UK Professional website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting UK2 - UK Professional website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of UK2 - UK Professional website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 72,03 May 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 73,20 Oct 2024,FA0 - France website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting FA0 - France website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of FA0 - France website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 74,05 Aug 2024,EU0 - Europe website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting EU0 - Europe website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of EU0 - Europe website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 75,03 Jun 2024,UK2 - UK Professional website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting UK2 - UK Professional website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of UK2 - UK Professional website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 76,24 Apr 2024,UK2 - UK Professional website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting UK2 - UK Professional website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of UK2 - UK Professional website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 77,24 May 2024,EU0 - Europe website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting EU0 - Europe website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of EU0 - Europe website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 78,10 Oct 2024,UK2 - UK Professional website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting UK2 - UK Professional website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of UK2 - UK Professional website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 79,25 Oct 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 80,26 Nov 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 81,30 Jul 2024,UK2 - UK Professional website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting UK2 - UK Professional website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of UK2 - UK Professional website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 82,05 Feb 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 83,17 Feb 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 84,13 Jan 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 85,31 Jan 2024,IT0 - Italy website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting IT0 - Italy website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of IT0 - Italy website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 86,24 Aug 2024,MX0 - Mexico website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting MX0 - Mexico website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of MX0 - Mexico website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 87,04 Oct 2024,UK2 - UK Professional website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting UK2 - UK Professional website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of UK2 - UK Professional website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 88,13 Oct 2024,FA0 - France website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting FA0 - France website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of FA0 - France website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 89,29 Oct 2024,NL0 - Netherlands website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting NL0 - Netherlands website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of NL0 - Netherlands website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 90,31 Aug 2024,EU0 - Europe website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting EU0 - Europe website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of EU0 - Europe website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 91,18 Nov 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 92,15 Feb 2024,FA0 - France website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting FA0 - France website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of FA0 - France website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 93,31 Jul 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 94,30 Dec 2024,FA0 - France website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting FA0 - France website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of FA0 - France website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 95,17 Dec 2024,DE7 - Germany website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting DE7 - Germany website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of DE7 - Germany website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 96,20 Aug 2024,FA0 - France website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting FA0 - France website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of FA0 - France website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 97,22 Apr 2024,FA0 - France website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting FA0 - France website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of FA0 - France website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 98,03 Oct 2024,LA0 - Latin America website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting LA0 - Latin America website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of LA0 - Latin America website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
INC2383000 + 99,22 Jun 2024,UK2 - UK Professional website,2,Sebastian Cousins,Akamai DNS failure,"{'summary': 'Intermittent DNS failures impacting UK2 - UK Professional website due to a known Akamai bug.', 'resolution': 'Implemented temporary fix with AWS Route 53; permanent solution pending from Akamai.', 'client_impact': 'Intermittent access issues for users of UK2 - UK Professional website.'}","1:35 PM ET: Multiple alerts for DNS failures received.
1:45 PM ET: Issue reproduced; no logs indicating request reached application.
2:00 PM ET: Engaged Akamai for DNS support.
2:20 PM ET: Akamai confirmed the symptoms are related to a known bug.
2:45 PM ET: Temporary fix applied using AWS Route 53 to reduce CNAME chain length.
3:34 PM ET: Temporary fix applied across all affected sites; monitoring initiated."
Incident Number,Date of Incident,Application,Severity,Owner,Caused by Change,Incident Description,Timeline
